#SampleID	Type	Class1	Class2	Class3	ClassOther
'000009507.1130056'	multipleyear	0	2	0	0
'000006110.1130139'	multipleyear	0	2	0	0
'000001390.1130382'	multipleyear	1	0	0	0
'000009494.1130280'	multipleyear	0	2	0	0
'000005809.1130260'	multipleyear	0	0	0	0
'000004148.1130378'	multipleyear	1	0	0	0
'000009392.1130265'	multipleyear	0	2	0	0
'000002302.1130154'	multipleyear	1	0	0	0
'000009022.1130437'	multipleyear	0	2	0	0
'000009158.1130246'	multipleyear	0	2	0	0
'000009433.1130132'	multipleyear	0	2	0	0
'000004666.1130385'	multipleyear	1	0	0	0
'000004693.1130457'	multipleyear	1	0	0	0
'000006074.1130336'	multipleyear	0	2	0	0
'000006865.1130107'	multipleyear	0	2	0	0
'000005987.1130375'	multipleyear	0	0	0	0
'000009368.1130537'	multipleyear	0	2	0	0
'000004026.1130283'	multipleyear	1	0	0	0
'000006838.1130287'	multipleyear	0	2	0	0
'000005771.1130120'	multipleyear	0	0	0	0
'000005892.1130278'	multipleyear	0	0	0	0
'000009240.1130040'	multipleyear	0	2	0	0
'000009061.1130062'	multipleyear	0	2	0	0
'000003799.1130268'	multipleyear	1	0	0	0
'000009483.1130256'	multipleyear	0	2	0	0
'000001662.1130357'	multipleyear	1	0	0	0
'000009527.1130286'	multipleyear	0	2	0	0
'000003147.1130543'	multipleyear	1	0	0	0
'000008990.1130146'	multipleyear	0	2	0	0
'000007670.1130354'	multipleyear	0	2	0	0
'000002735.1130284'	multipleyear	1	0	0	0
'000003061.1130064'	multipleyear	1	0	0	0
'000009213.1130424'	multipleyear	0	2	0	0
'000002452.1130459'	multipleyear	1	0	0	0
'000001232.1130035'	multipleyear	1	0	0	0
'000007668.1130386'	multipleyear	0	2	0	0
'000001630.1130004'	multipleyear	1	0	0	0
'000009385.1130395'	multipleyear	0	2	0	0
'000002944.1130012'	multipleyear	1	0	0	0
'000007151.1130047'	multipleyear	0	2	0	0
'000009230.1130075'	multipleyear	0	2	0	0
'000009705.1130455'	multipleyear	0	0	0	1
'000001787.1130232'	multipleyear	0	0	0	1
'000005967.1130099'	multipleyear	0	0	0	0
'000001905.1130196'	multipleyear	0	0	0	1
'000004187.1130137'	multipleyear	1	0	0	0
'000003530.1130179'	multipleyear	1	0	0	0
'000009174.1130293'	multipleyear	0	2	0	0
'000009141.1130514'	multipleyear	0	2	0	0
'000002512.1130426'	multipleyear	1	0	0	0
'000006668.1130334'	multipleyear	0	2	0	0
'000004633.1130011'	multipleyear	1	0	0	0
'000009215.1130407'	multipleyear	0	2	0	0
'000004780.1130349'	multipleyear	0	0	0	0
'000008980.1130339'	multipleyear	0	2	0	0
'000004782.1130063'	multipleyear	0	0	0	0
'000009221.1130007'	multipleyear	0	2	0	0
'000004280.1130502'	multipleyear	1	0	0	0
'000001888.1130506'	multipleyear	0	0	0	1
'000008981.1130291'	multipleyear	0	2	0	0
'000006909.1130490'	multipleyear	0	2	0	0
'000009607.1130045'	multipleyear	0	2	0	0
'000003761.1130305'	multipleyear	1	0	0	0
'000002451.1130037'	multipleyear	1	0	0	0
'000006654.1130005'	multipleyear	0	2	0	0
'000003451.1130418'	multipleyear	1	0	0	0
'000009202.1130243'	multipleyear	0	2	0	0
'000003531.1130420'	multipleyear	1	0	0	0
'000006929.1130131'	multipleyear	0	2	0	0
'000009464.1130297'	multipleyear	0	2	0	0
'000002171.1130530'	multipleyear	0	0	0	1
'000002529.1130411'	multipleyear	1	0	0	0
'000005880.1130319'	multipleyear	0	0	0	0
'000002183.1130360'	multipleyear	1	0	0	0
'000006910.1130300'	multipleyear	0	2	0	0
'000009644.1130259'	multipleyear	0	2	0	0
'000004891.1130079'	multipleyear	0	0	0	0
'000006653.1130147'	multipleyear	0	2	0	0
'000008959a.1130545'	multipleyear	0	2	0	0
'000007182.1130363'	multipleyear	0	2	0	0
'000005596.1130225'	multipleyear	0	0	0	0
'000003732.1130495'	multipleyear	1	0	0	0
'000001389.1130276'	multipleyear	1	0	0	0
'000002152.1130165'	multipleyear	0	0	0	1
'000001582.1130500'	multipleyear	1	0	0	0
'000005568.1130052'	multipleyear	0	0	0	0
'000009571.1130547'	multipleyear	0	2	0	0
'000002201.1130086'	multipleyear	1	0	0	0
'000009080.1130421'	multipleyear	0	2	0	0
'000009402.1130343'	multipleyear	0	2	0	0
'000004848.1130372'	multipleyear	0	0	0	0
'000001544.1130299'	multipleyear	1	0	0	0
'000007677.1130340'	multipleyear	0	2	0	0
'000009583.1130517'	multipleyear	0	2	0	0
'000003089.1130390'	multipleyear	1	0	0	0
'000003983.1130209'	multipleyear	1	0	0	0
'000007740.1130093'	multipleyear	0	2	0	0
'000009558.1130486'	multipleyear	0	2	0	0
'000004695.1130010'	multipleyear	1	0	0	0
'000009033.1130345'	multipleyear	0	2	0	0
'000006120.1130317'	multipleyear	0	2	0	0
'000003529.1130325'	multipleyear	1	0	0	0
'000003177.1130440'	multipleyear	1	0	0	0
'000002472.1130355'	multipleyear	1	0	0	0
'000007736.1130149'	multipleyear	0	2	0	0
'000006931.1130310'	multipleyear	0	2	0	0
'000001795.1130473'	multipleyear	0	0	0	1
'000009201.1130520'	multipleyear	0	2	0	0
'000007177.1130564'	multipleyear	0	2	0	0
'000004919.1130014'	multipleyear	0	0	0	0
'000004929.1130377'	multipleyear	0	0	0	0
'000001621.1130247'	multipleyear	1	0	0	0
'000009150.1130538'	multipleyear	0	2	0	0
'000006760.1130215'	multipleyear	0	2	0	0
'000009606.1130266'	multipleyear	0	2	0	0
'000009231.1130348'	multipleyear	0	2	0	0
'000003088.1130398'	multipleyear	1	0	0	0
'000002911.1130116'	multipleyear	1	0	0	0
'000006837.1130322'	multipleyear	0	2	0	0
'000001069.1130076'	multipleyear	0	0	0	0
'000003062.1130054'	multipleyear	1	0	0	0
'000005041.1130541'	multipleyear	0	0	0	0
'000006047.1130524'	multipleyear	0	0	0	0
'000002810.1130515'	multipleyear	1	0	0	0
'000009211.1130163'	multipleyear	0	2	0	0
'000009126.1130414'	multipleyear	0	2	0	0
'000001640.1130173'	multipleyear	1	0	0	0
'000001916.1130066'	multipleyear	0	0	0	1
'000008982.1130186'	multipleyear	0	2	0	0
'000009097.1130094'	multipleyear	0	2	0	0
'000009090.1130333'	multipleyear	0	2	0	0
'000002288.1130324'	multipleyear	1	0	0	0
'000007641.1130055'	multipleyear	0	2	0	0
'000009566.1130281'	multipleyear	0	2	0	0
'000009627.1130332'	multipleyear	0	2	0	0
'000003090.1130013'	multipleyear	1	0	0	0
'000009034.1130488'	multipleyear	0	2	0	0
'000003003.1130399'	multipleyear	1	0	0	0
'000009655.1130528'	multipleyear	0	2	0	0
'000001631.1130443'	multipleyear	1	0	0	0
'000005662.1130027'	multipleyear	0	0	0	0
'000006911.1130059'	multipleyear	0	2	0	0
'000002309.1130415'	multipleyear	1	0	0	0
'000007811.1130412'	multipleyear	0	2	0	0
'000003368.1130229'	multipleyear	1	0	0	0
'000003955.1130226'	multipleyear	1	0	0	0
'000006976.1130125'	multipleyear	0	2	0	0
'000005935.1130482'	multipleyear	0	0	0	0
'000003731.1130451'	multipleyear	1	0	0	0
'000009227.1130187'	multipleyear	0	2	0	0
'000002350.1130144'	multipleyear	1	0	0	0
'000002435.1130295'	multipleyear	1	0	0	0
'000002581.1130214'	multipleyear	1	0	0	0
'000009733.1130554'	multipleyear	0	0	0	1
'000009552.1130370'	multipleyear	0	2	0	0
'000007693.1130373'	multipleyear	0	2	0	0
'000004147.1130208'	multipleyear	1	0	0	0
'000003226.1130269'	multipleyear	1	0	0	0
'000007664.1130419'	multipleyear	0	2	0	0
'000009036.1130439'	multipleyear	0	2	0	0
'000001699.1130468'	multipleyear	0	0	0	1
'000001464.1130441'	multipleyear	1	0	0	0
'000002202.1130392'	multipleyear	1	0	0	0
'000002146.1130172'	multipleyear	0	0	0	1
'000009365.1130188'	multipleyear	0	2	0	0
'000001851.1130393'	multipleyear	0	0	0	1
'000009015.1130431'	multipleyear	0	2	0	0
'000009484.1130566'	multipleyear	0	2	0	0
'000005024.1130237'	multipleyear	0	0	0	0
'000006007.1130105'	multipleyear	0	0	0	0
'000001837.1130157'	multipleyear	0	0	0	1
'000009596.1130213'	multipleyear	0	2	0	0
'000007673.1130155'	multipleyear	0	2	0	0
'000008204.1130101'	multipleyear	0	2	0	0
'000002005.1130400'	multipleyear	0	0	0	1
'000001265.1130404'	multipleyear	1	0	0	0
'000004705.1130352'	multipleyear	1	0	0	0
'000009626.1130204'	multipleyear	0	2	0	0
'000003146.1130123'	multipleyear	1	0	0	0
'000009715.1130275'	multipleyear	0	0	0	1
'000005957.1130025'	multipleyear	0	0	0	0
'000001593.1130109'	multipleyear	1	0	0	0
'000002802.1130238'	multipleyear	1	0	0	0
'000009455.1130195'	multipleyear	0	2	0	0
'000009214.1130140'	multipleyear	0	2	0	0
'000003896.1130192'	multipleyear	1	0	0	0
'000004662.1130115'	multipleyear	1	0	0	0
'000002511.1130176'	multipleyear	1	0	0	0
'000006879.1130118'	multipleyear	0	2	0	0
'000005986.1130450'	multipleyear	0	0	0	0
'000005948.1130006'	multipleyear	0	0	0	0
'000006940.1130389'	multipleyear	0	2	0	0
'000009463.1130442'	multipleyear	0	2	0	0
'000009228.1130183'	multipleyear	0	2	0	0
'000009182.1130193'	multipleyear	0	2	0	0
'000007643.1130228'	multipleyear	0	2	0	0
'000005770.1130024'	multipleyear	0	0	0	0
'000004894.1130072'	multipleyear	0	0	0	0
'000009495.1130019'	multipleyear	0	2	0	0
'000004926.1130303'	multipleyear	0	0	0	0
'000006104.1130200'	multipleyear	0	2	0	0
'000009621.1130016'	multipleyear	0	2	0	0
'000003729.1130344'	multipleyear	1	0	0	0
'000009355.1130197'	multipleyear	0	2	0	0
'000006841.1130169'	multipleyear	0	2	0	0
'000007698.1130472'	multipleyear	0	2	0	0
'000005755.1130428'	multipleyear	0	0	0	0
'000006628.1130519'	multipleyear	0	2	0	0
'000006125.1130251'	multipleyear	0	2	0	0
'000008201.1130365'	multipleyear	0	2	0	0
'000001580.1130206'	multipleyear	1	0	0	0
'000004602.1130434'	multipleyear	1	0	0	0
'000009685.1130315'	multipleyear	0	2	0	0
'000002458.1130095'	multipleyear	1	0	0	0
'000002616.1130201'	multipleyear	1	0	0	0
'000008983.1130249'	multipleyear	0	2	0	0
'000001906.1130170'	multipleyear	0	0	0	1
'000002645.1130296'	multipleyear	1	0	0	0
'000007748.1130523'	multipleyear	0	2	0	0
'000004859.1130220'	multipleyear	0	0	0	0
'000006689.1130313'	multipleyear	0	2	0	0
'000009129.1130217'	multipleyear	0	2	0	0
'000006930.1130327'	multipleyear	0	2	0	0
'000001493.1130567'	multipleyear	1	0	0	0
'000002282.1130036'	multipleyear	1	0	0	0
'000009734.1130085'	multipleyear	0	0	0	1
'000009586.1130231'	multipleyear	0	2	0	0
'000002301.1130475'	multipleyear	1	0	0	0
'000007688.1130544'	multipleyear	0	2	0	0
'000013908.1210534'	multipleyear	1	0	0	0
'000001139.1210636'	multipleyear	1	0	0	0
'000013900.1210782'	multipleyear	1	0	0	0
'000003386.1210846'	multipleyear	1	0	0	0
'000013905.1210646'	multipleyear	1	0	0	0
'000013906.1210700'	multipleyear	1	0	0	0
'000012417.1210630'	multipleyear	1	0	0	0
'000002198.1210687'	multipleyear	1	0	0	0
'000013903.1210718'	multipleyear	1	0	0	0
'000005012.1210853'	multipleyear	0	0	0	0
'000012418.1210549'	multipleyear	1	0	0	0
'000003424.1210570'	multipleyear	1	0	0	0
'000009134.1210762'	multipleyear	0	2	0	0
'000006941.1210553'	multipleyear	0	2	0	0
'000013902.1210869'	multipleyear	1	0	0	0
'000001396.1210818'	multipleyear	1	0	0	0
'000010184.1210857'	multipleyear	0	0	0	1
'000006762.1210733'	multipleyear	0	2	0	0
'000010821.1210755'	multipleyear	0	1	0	1
'000005721.1210922'	multipleyear	0	0	0	0
'000005685.1210575'	multipleyear	0	0	0	0
'000010773.1210665'	multipleyear	0	1	0	1
'000005720.1210685'	multipleyear	0	0	0	0
'000010189.1210526'	multipleyear	0	0	0	1
'000009238.1210807'	multipleyear	0	2	0	0
'000010263.1210682'	multipleyear	0	1	0	1
'000004659.1210528'	multipleyear	1	0	0	0
'000010693.1210592'	multipleyear	0	1	0	1
'000009473.1210745'	multipleyear	0	2	0	0
'000005692.1210866'	multipleyear	0	0	0	0
'000010183.1210884'	multipleyear	0	0	0	1
'000010822.1210961'	multipleyear	0	1	0	1
'000001930.1210752'	multipleyear	0	0	0	1
'000010940.1210797'	multipleyear	0	1	0	1
'000009645.1210743'	multipleyear	0	2	0	0
'000001701.1210578'	multipleyear	0	0	0	1
'000010198.1210929'	multipleyear	0	0	0	1
'000009109.1210544'	multipleyear	0	2	0	0
'000010808.1210865'	multipleyear	0	1	0	1
'000009219.1210588'	multipleyear	0	2	0	0
'000003841.1210874'	multipleyear	1	0	0	0
'000009472.1210594'	multipleyear	0	2	0	0
'000010735.1210881'	multipleyear	0	1	0	1
'000010206.1210956'	multipleyear	0	0	0	1
'000007669.1210943'	multipleyear	0	2	0	0
'000010200.1210886'	multipleyear	0	0	0	1
'000009531.1210727'	multipleyear	0	2	0	0
'000009405.1210817'	multipleyear	0	2	0	0
'000010946.1210769'	multipleyear	0	1	0	1
'000009559.1210550'	multipleyear	0	2	0	0
'000010567.1210873'	multipleyear	0	1	0	1
'000010715.1210954'	multipleyear	0	1	0	1
'000010304.1210583'	multipleyear	0	1	0	1
'000010112.1210808'	multipleyear	0	0	0	1
'000010252.1210789'	multipleyear	0	1	0	1
'000010274.1210810'	multipleyear	0	1	0	1
'000010123.1210551'	multipleyear	0	0	0	1
'000009648.1210607'	multipleyear	0	2	0	0
'000006695.1210758'	multipleyear	0	2	0	0
'000001789.1210787'	multipleyear	0	0	0	1
'000005848.1210611'	multipleyear	0	0	0	0
'000010948.1210864'	multipleyear	0	1	0	1
'000010111.1210737'	multipleyear	0	0	0	1
'000010713.1210845'	multipleyear	0	1	0	1
'000010712.1210967'	multipleyear	0	1	0	1
'000009038.1210905'	multipleyear	0	2	0	0
'000002811.1210844'	multipleyear	1	0	0	0
'000001929.1210930'	multipleyear	0	0	0	1
'000009063.1210705'	multipleyear	0	2	0	0
'000008999.1210531'	multipleyear	0	2	0	0
'000011223.1210739'	multipleyear	0	0	1	0
'000006652.1210824'	multipleyear	0	2	0	0
'000011335.1210545'	multipleyear	0	0	1	0
'000011050.1210763'	multipleyear	0	0	1	0
'000002290.1210781'	multipleyear	1	0	0	0
'000010920.1210704'	multipleyear	0	1	0	1
'000012391.1210938'	multipleyear	1	0	0	0
'000009164.1210823'	multipleyear	0	2	0	0
'000011259.1210744'	multipleyear	0	0	1	0
'000010817.1210815'	multipleyear	0	1	0	1
'000010719.1210885'	multipleyear	0	1	0	1
'000003924.1210620'	multipleyear	1	0	0	0
'000011358.1210819'	multipleyear	0	0	1	0
'000010869.1210765'	multipleyear	0	1	0	1
'000010834.1210689'	multipleyear	0	1	0	1
'000012339.1210798'	multipleyear	1	0	0	0
'000001917.1210728'	multipleyear	0	0	0	1
'000002382.1210580'	multipleyear	1	0	0	0
'000010761.1210928'	multipleyear	0	1	0	1
'000011012.1210945'	multipleyear	0	0	1	0
'000011298.1210862'	multipleyear	0	0	1	0
'000002420.1210726'	multipleyear	1	0	0	0
'000010229.1210805'	multipleyear	0	0	0	1
'000007638.1210603'	multipleyear	0	2	0	0
'000001302.1210574'	multipleyear	1	0	0	0
'000010922.1210567'	multipleyear	0	1	0	1
'000002257.1210935'	multipleyear	1	0	0	0
'000011118.1210638'	multipleyear	0	0	1	0
'000010843.1210560'	multipleyear	0	1	0	1
'000010285.1210539'	multipleyear	0	1	0	1
'000010720.1210546'	multipleyear	0	1	0	1
'000004719.1210736'	multipleyear	0	1	0	0
'000009382.1210794'	multipleyear	0	2	0	0
'000010916.1210939'	multipleyear	0	1	0	1
'000011295.1210697'	multipleyear	0	0	1	0
'000010848.1210558'	multipleyear	0	1	0	1
'000007640.1210843'	multipleyear	0	2	0	0
'000011302.1210754'	multipleyear	0	0	1	0
'000005764.1210742'	multipleyear	0	0	0	0
'000003922.1210891'	multipleyear	1	0	0	0
'000011049.1210538'	multipleyear	0	0	1	0
'000003921.1210660'	multipleyear	1	0	0	0
'000006117.1210656'	multipleyear	0	2	0	0
'000005765.1210779'	multipleyear	0	0	0	0
'000010765.1210903'	multipleyear	0	1	0	1
'000010917.1210598'	multipleyear	0	1	0	1
'000010894.1210547'	multipleyear	0	1	0	1
'000002258.1210686'	multipleyear	1	0	0	0
'000011250.1210962'	multipleyear	0	0	1	0
'000010714.1210522'	multipleyear	0	1	0	1
'000002829.1210902'	multipleyear	1	0	0	0
'000002963.1210924'	multipleyear	1	0	0	0
'000010170.1210738'	multipleyear	0	0	0	1
'000005767.1210750'	multipleyear	0	0	0	0
'000011119.1210964'	multipleyear	0	0	1	0
'000010945.1210533'	multipleyear	0	1	0	1
'000010921.1210966'	multipleyear	0	1	0	1
'000006017.1210579'	multipleyear	0	0	0	0
'000011925.1210566'	multipleyear	0	0	1	0
'000005766.1210661'	multipleyear	0	0	0	0
'000012120.1210523'	multipleyear	0	0	1	0
'000012962.1210716'	multipleyear	1	0	0	0
'000011985.1210712'	multipleyear	0	0	1	0
'000006014.1210672'	multipleyear	0	0	0	0
'000011190.1210714'	multipleyear	0	0	1	0
'000011246.1210942'	multipleyear	0	0	1	0
'000012285.1210827'	multipleyear	1	0	0	0
'000005008.1210535'	multipleyear	0	0	0	0
'000012408.1210899'	multipleyear	1	0	0	0
'000012265.1210552'	multipleyear	1	0	0	0
'000011142.1210639'	multipleyear	0	0	1	0
'000013138.1210825'	multipleyear	1	0	0	0
'000013039.1210564'	multipleyear	1	0	0	0
'000009499.1210900'	multipleyear	0	2	0	0
'000011951.1210703'	multipleyear	0	0	1	0
'000013139.1210863'	multipleyear	1	0	0	0
'000013063.1210710'	multipleyear	1	0	0	0
'000009497.1210631'	multipleyear	0	2	0	0
'000012959.1210867'	multipleyear	1	0	0	0
'000011077.1210537'	multipleyear	0	0	1	0
'000001011.1210950'	multipleyear	0	0	0	0
'000012100.1210589'	multipleyear	0	0	1	0
'000012252.1210944'	multipleyear	1	0	0	0
'000012099.1210760'	multipleyear	0	0	1	0
'000002038.1210647'	multipleyear	0	0	0	1
'000011973.1210951'	multipleyear	0	0	1	0
'000013081.1210582'	multipleyear	1	0	0	0
'000011036.1210878'	multipleyear	0	0	1	0
'000011054.1210772'	multipleyear	0	0	1	0
'000011039.1210916'	multipleyear	0	0	1	0
'000012399.1210841'	multipleyear	1	0	0	0
'000009498.1210875'	multipleyear	0	2	0	0
'000009105.1210683'	multipleyear	0	2	0	0
'000011172.1210786'	multipleyear	0	0	1	0
'000003593.1210654'	multipleyear	1	0	0	0
'000009178.1210561'	multipleyear	0	2	0	0
'000012155.1210635'	multipleyear	0	0	1	0
'000003595.1210893'	multipleyear	1	0	0	0
'000012964.1210719'	multipleyear	1	0	0	0
'000012157.1210674'	multipleyear	0	0	1	0
'000011945.1210562'	multipleyear	0	0	1	0
'000003596.1210906'	multipleyear	1	0	0	0
'000012016.1210892'	multipleyear	0	0	1	0
'000012912.1210876'	multipleyear	1	0	0	0
'000009179.1210759'	multipleyear	0	2	0	0
'000012348.1210690'	multipleyear	1	0	0	0
'000012212.1210952'	multipleyear	0	0	1	0
'000007697.1210559'	multipleyear	0	2	0	0
'000010962.1210614'	multipleyear	0	1	0	1
'000009188.1210720'	multipleyear	0	2	0	0
'000012948.1210894'	multipleyear	1	0	0	0
'000012116.1210673'	multipleyear	0	0	1	0
'000011040.1210600'	multipleyear	0	0	1	0
'000011206.1210833'	multipleyear	0	0	1	0
'000012991.1210637'	multipleyear	1	0	0	0
'000011207.1210834'	multipleyear	0	0	1	0
'000012345.1210895'	multipleyear	1	0	0	0
'000011145.1210948'	multipleyear	0	0	1	0
'000011181.1210748'	multipleyear	0	0	1	0
'000011224.1210932'	multipleyear	0	0	1	0
'000009152.1210880'	multipleyear	0	2	0	0
'000013049.1210585'	multipleyear	1	0	0	0
'000011225.1210593'	multipleyear	0	0	1	0
'000012037.1210711'	multipleyear	0	0	1	0
'000011351.1210669'	multipleyear	0	0	1	0
'000012231.1210717'	multipleyear	1	0	0	0
'000011035.1210849'	multipleyear	0	0	1	0
'000010559.1210622'	multipleyear	0	1	0	1
'000013051.1210609'	multipleyear	1	0	0	0
'000009151.1210604'	multipleyear	0	2	0	0
'000012886.1210860'	multipleyear	1	0	0	0
'000013114.1210521'	multipleyear	1	0	0	0
'000011329.1210896'	multipleyear	0	0	1	0
'000012201.1210920'	multipleyear	0	0	1	0
'000012012.1210839'	multipleyear	0	0	1	0
'000002071.1210836'	multipleyear	0	0	0	1
'000010984.1210816'	multipleyear	0	0	1	0
'000011359.1210729'	multipleyear	0	0	1	0
'000010258.1210698'	multipleyear	0	1	0	1
'000010827.1210606'	multipleyear	0	1	0	1
'000012401.1210581'	multipleyear	1	0	0	0
'000012184.1210648'	multipleyear	0	0	1	0
'000012983.1210696'	multipleyear	1	0	0	0
'000011962.1210731'	multipleyear	0	0	1	0
'000006671.1210751'	multipleyear	0	2	0	0
'000013111.1210621'	multipleyear	1	0	0	0
'000013167.1210791'	multipleyear	1	0	0	0
'000009197.1210925'	multipleyear	0	2	0	0
'000011964.1210619'	multipleyear	0	0	1	0
'000011214.1210879'	multipleyear	0	0	1	0
'000010981.1210735'	multipleyear	0	0	1	0
'000012209.1210530'	multipleyear	0	0	1	0
'000012061.1210599'	multipleyear	0	0	1	0
'000012086.1210914'	multipleyear	0	0	1	0
'000010732.1210653'	multipleyear	0	1	0	1
'000013048.1210640'	multipleyear	1	0	0	0
'000002969.1210524'	multipleyear	1	0	0	0
'000012185.1210897'	multipleyear	0	0	1	0
'000011103.1210615'	multipleyear	0	0	1	0
'000012182.1210957'	multipleyear	0	0	1	0
'000012059.1210747'	multipleyear	0	0	1	0
'000010956.1210771'	multipleyear	0	1	0	1
'000013065.1210596'	multipleyear	1	0	0	0
'000012210.1210625'	multipleyear	0	0	1	0
'000012088.1210678'	multipleyear	0	0	1	0
'000004055.1210927'	multipleyear	1	0	0	0
'000006887.1210859'	multipleyear	0	2	0	0
'000001524.1210652'	multipleyear	1	0	0	0
'000011029.1210842'	multipleyear	0	0	1	0
'000012400.1210626'	multipleyear	1	0	0	0
'000010561.1210676'	multipleyear	0	1	0	1
'000011269.1210536'	multipleyear	0	0	1	0
'000011090.1210563'	multipleyear	0	0	1	0
'000013061.1210830'	multipleyear	1	0	0	0
'000011111.1210792'	multipleyear	0	0	1	0
'000002970.1210784'	multipleyear	1	0	0	0
'000013129.1210949'	multipleyear	1	0	0	0
'000003923.1210616'	multipleyear	1	0	0	0
'000012276.1210773'	multipleyear	1	0	0	0
'000009670.1213024'	multipleyear	0	2	0	0
'000003493.1213060'	multipleyear	1	0	0	0
'000004086.1213010'	multipleyear	1	0	0	0
'000010163.1213006'	multipleyear	0	0	0	1
'000010192.1212982'	multipleyear	0	0	0	1
'000009447.1212953'	multipleyear	0	2	0	0
'000010236.1213021'	multipleyear	0	1	0	1
'000003975.1213033'	multipleyear	1	0	0	0
'000010191.1213045'	multipleyear	0	0	0	1
'000004215.1213063'	multipleyear	1	0	0	0
'000006807.1213039'	multipleyear	0	2	0	0
'000001571.1212966'	multipleyear	1	0	0	0
'000002250.1213140'	multipleyear	1	0	0	0
'000002060.1213065'	multipleyear	0	0	0	1
'000003284.1213124'	multipleyear	1	0	0	0
'000009128.1213008'	multipleyear	0	2	0	0
'000009443.1212988'	multipleyear	0	2	0	0
'000009241.1213050'	multipleyear	0	2	0	0
'000004214.1212943'	multipleyear	1	0	0	0
'000010866.1213132'	multipleyear	0	1	0	1
'000010879.1213118'	multipleyear	0	1	0	1
'000001870.1212959'	multipleyear	0	0	0	1
'000001352.1212998'	multipleyear	1	0	0	0
'000010833.1212945'	multipleyear	0	1	0	1
'000009074.1213041'	multipleyear	0	2	0	0
'000010876.1213040'	multipleyear	0	1	0	1
'000003130.1212999'	multipleyear	1	0	0	0
'000010900.1212969'	multipleyear	0	1	0	1
'000010913.1212973'	multipleyear	0	1	0	1
'000005737.1213059'	multipleyear	0	0	0	0
'000009218.1213115'	multipleyear	0	2	0	0
'000004821.1213081'	multipleyear	0	0	0	0
'000010885.1213105'	multipleyear	0	1	0	1
'000001183.1212980'	multipleyear	1	0	0	0
'000004286.1213078'	multipleyear	1	0	0	0
'000009216.1213001'	multipleyear	0	2	0	0
'000009193.1213038'	multipleyear	0	2	0	0
'000010231.1213111'	multipleyear	0	1	0	1
'000001549.1212975'	multipleyear	1	0	0	0
'000009556.1212974'	multipleyear	0	2	0	0
'000001897.1213046'	multipleyear	0	0	0	1
'000003974.1212948'	multipleyear	1	0	0	0
'000001408.1213048'	multipleyear	1	0	0	0
'000010893.1213052'	multipleyear	0	1	0	1
'000009542.1213009'	multipleyear	0	2	0	0
'000010138.1213061'	multipleyear	0	0	0	1
'000010232.1212970'	multipleyear	0	1	0	1
'000004282.1212961'	multipleyear	1	0	0	0
'000010225.1213086'	multipleyear	0	0	0	1
'000010104.1213053'	multipleyear	0	0	0	1
'000010867.1213028'	multipleyear	0	1	0	1
'000004290.1212971'	multipleyear	1	0	0	0
'000010162.1213007'	multipleyear	0	0	0	1
'000001271.1213022'	multipleyear	1	0	0	0
'000010299.1212977'	multipleyear	0	1	0	1
'000010938.1213104'	multipleyear	0	1	0	1
'000003842.1213101'	multipleyear	1	0	0	0
'000009675.1213127'	multipleyear	0	2	0	0
'000009070.1213136'	multipleyear	0	2	0	0
'000010179.1212981'	multipleyear	0	0	0	1
'000010871.1213068'	multipleyear	0	1	0	1
'000002822.1213019'	multipleyear	1	0	0	0
'000009593.1212955'	multipleyear	0	2	0	0
'000004284.1213139'	multipleyear	1	0	0	0
'000009148.1213122'	multipleyear	0	2	0	0
'000009678.1213066'	multipleyear	0	2	0	0
'000003285.1213029'	multipleyear	1	0	0	0
'000006915.1213116'	multipleyear	0	2	0	0
'000002322.1213016'	multipleyear	1	0	0	0
'000001780.1213073'	multipleyear	0	0	0	1
'000001646.1213145'	multipleyear	1	0	0	0
'000010723.1213082'	multipleyear	0	1	0	1
'000010936.1213013'	multipleyear	0	1	0	1
'000004216.1212989'	multipleyear	1	0	0	0
'000010178.1212990'	multipleyear	0	0	0	1
'000006806.1212944'	multipleyear	0	2	0	0
'000002321.1213070'	multipleyear	1	0	0	0
'000009592.1213114'	multipleyear	0	2	0	0
'000010880.1213133'	multipleyear	0	1	0	1
'000010121.1213032'	multipleyear	0	0	0	1
'000001734.1213036'	multipleyear	0	0	0	1
'000010139.1213031'	multipleyear	0	0	0	1
'000008974.1212967'	multipleyear	0	2	0	0
'000010807A.1213077'	multipleyear	0	1	0	1
'000007033.1212963'	multipleyear	0	2	0	0
'000004671.1212965'	multipleyear	1	0	0	0
'000004213.1213120'	multipleyear	1	0	0	0
'000008964.1213057'	multipleyear	0	2	0	0
'000009612.1213134'	multipleyear	0	2	0	0
'000001804.1212968'	multipleyear	0	0	0	1
'000001028.1213128'	multipleyear	0	0	0	0
'000009475.1212952'	multipleyear	0	2	0	0
'000004815.1213107'	multipleyear	0	0	0	0
'000004287.1213049'	multipleyear	1	0	0	0
'000009075.1212960'	multipleyear	0	2	0	0
'000003800.1213089'	multipleyear	1	0	0	0
'000010807B.1212956'	multipleyear	0	1	0	1
'000003494.1213142'	multipleyear	1	0	0	0
'000001613.1213143'	multipleyear	1	0	0	0
'000010136.1212950'	multipleyear	0	0	0	1
'000009425.1213094'	multipleyear	0	2	0	0
'000010181.1213135'	multipleyear	0	0	0	1
'000009127.1212993'	multipleyear	0	2	0	0
'000009432.1213083'	multipleyear	0	2	0	0
