#SampleID	Type	Class1	Class2	Class3	ClassOther
'000001173.1130793'	multipleyear	1	0	0	0
'000003028.1130854'	multipleyear	1	0	0	0
'000002261.1130876'	multipleyear	1	0	0	0
'000001099.1130906'	multipleyear	0	0	0	0
'000001650.1130772'	multipleyear	1	0	0	0
'000002205.1130975'	multipleyear	1	0	0	0
'000005034.1076350'	multipleyear	0	0	0	0
'000004781.1076272'	multipleyear	0	0	0	0
'000004758.1076374'	multipleyear	0	1	0	0
'000005031.1076400'	multipleyear	0	0	0	0
'000001111.1076323'	multipleyear	0	0	0	0
'000001616.1076171'	multipleyear	1	0	0	0
'000003387.1076286'	multipleyear	1	0	0	0
'000005037.1076397'	multipleyear	0	0	0	0
'000002114.1076296'	multipleyear	0	0	0	1
'000004660.1076468'	multipleyear	1	0	0	0
'000004726.1076189'	multipleyear	0	1	0	0
'000002716.1076334'	multipleyear	1	0	0	0
'000005910.1076232'	multipleyear	0	0	0	0
'000005576.1076167'	multipleyear	0	0	0	0
'000001400.1076345'	multipleyear	1	0	0	0
'000003370.1076149'	multipleyear	1	0	0	0
'000004144.1076152'	multipleyear	1	0	0	0
'000005850.1076190'	multipleyear	0	0	0	0
'000001423.1076221'	multipleyear	1	0	0	0
'000005755.1076260'	multipleyear	0	0	0	0
'000001205.1076316'	multipleyear	1	0	0	0
'000003126.1076280'	multipleyear	1	0	0	0
'000005824.1076392'	multipleyear	0	0	0	0
'000001827.1076437'	multipleyear	0	0	0	1
'000002208.1076206'	multipleyear	1	0	0	0
'000005033.1076435'	multipleyear	0	0	0	0
'000005040.1076301'	multipleyear	0	0	0	0
'000001782.1076436'	multipleyear	0	0	0	1
'000001203.1076359'	multipleyear	1	0	0	0
'000005784.1076227'	multipleyear	0	0	0	0
'000005902.1076268'	multipleyear	0	0	0	0
'000001966.1076441'	multipleyear	0	0	0	1
'000004833.1076385'	multipleyear	0	0	0	0
'000001263.1076271'	multipleyear	1	0	0	0
'000001253.1076218'	multipleyear	1	0	0	0
'000001347.1076248'	multipleyear	1	0	0	0
'000004641.1076399'	multipleyear	1	0	0	0
'000005036.1076255'	multipleyear	0	0	0	0
'000001887.1076214'	multipleyear	0	0	0	1
'000004759.1076327'	multipleyear	0	1	0	0
'000008949.1076233'	multipleyear	0	2	0	0
'000003602.1076179'	multipleyear	1	0	0	0
'000005849.1076251'	multipleyear	0	0	0	0
'000001908.1076338'	multipleyear	0	0	0	1
'000005655.1076197'	multipleyear	0	0	0	0
'000004780.1076163'	multipleyear	0	0	0	0
'000002818.1076355'	multipleyear	1	0	0	0
'000001647.1076299'	multipleyear	1	0	0	0
'000005068.1076383'	multipleyear	0	0	0	0
'000008949.1076209'	multipleyear	0	2	0	0
'000002817.1076249'	multipleyear	1	0	0	0
'000005017.1076470'	multipleyear	0	0	0	0
'000001922.1076319'	multipleyear	0	0	0	1
'000003368.1076449'	multipleyear	1	0	0	0
'000001072.1076364'	multipleyear	0	0	0	0
'000004752.1076466'	multipleyear	0	1	0	0
'000001374.1076462'	multipleyear	1	0	0	0
'000002064.1076346'	multipleyear	0	0	0	1
'000004980.1076442'	multipleyear	0	0	0	0
'000001459.1076170'	multipleyear	1	0	0	0
'000002589.1076365'	multipleyear	1	0	0	0
'000002403.1076244'	multipleyear	1	0	0	0
'000001334.1076230'	multipleyear	1	0	0	0
'000002346.1076208'	multipleyear	1	0	0	0
'000003169.1076390'	multipleyear	1	0	0	0
'000002590.1076161'	multipleyear	1	0	0	0
'000001281.1076476'	multipleyear	1	0	0	0
'000005073.1076469'	multipleyear	0	0	0	0
'000005035.1076188'	multipleyear	0	0	0	0
'000004686.1076302'	multipleyear	1	0	0	0
'000004611.1076237'	multipleyear	1	0	0	0
'000002347.1076425'	multipleyear	1	0	0	0
'000008950.1076198'	multipleyear	0	2	0	0
'000002713.1076226'	multipleyear	1	0	0	0
'000003369.1076434'	multipleyear	1	0	0	0
'000003796.1076381'	multipleyear	1	0	0	0
'000002995.1076143'	multipleyear	1	0	0	0
'000005360.1076245'	multipleyear	0	0	0	0
'000005554.1076439'	multipleyear	0	0	0	0
'000002709.1076342'	multipleyear	1	0	0	0
'000003473.1076353'	multipleyear	1	0	0	0
'000002752.1076382'	multipleyear	1	0	0	0
'000008951.1076310'	multipleyear	0	2	0	0
'000001892.1076265'	multipleyear	0	0	0	1
'000003475.1076147'	multipleyear	1	0	0	0
'000008952.1076326'	multipleyear	0	2	0	0
'000004616.1076325'	multipleyear	1	0	0	0
'000005840.1076354'	multipleyear	0	0	0	0
'000004714.1076253'	multipleyear	1	0	0	0
'000002348.1076160'	multipleyear	1	0	0	0
'000003221.1076157'	multipleyear	1	0	0	0
'000008951.1076146'	multipleyear	0	2	0	0
'000004636.1076424'	multipleyear	1	0	0	0
'000001579.1076370'	multipleyear	1	0	0	0
'000001042.1076459'	multipleyear	0	0	0	0
'000008952.1076175'	multipleyear	0	2	0	0
'000003795.1076262'	multipleyear	1	0	0	0
'000002073.1076324'	multipleyear	0	0	0	1
'000003442.1076242'	multipleyear	1	0	0	0
'000002971.1076211'	multipleyear	1	0	0	0
'000004709.1076180'	multipleyear	1	0	0	0
'000005884.1076431'	multipleyear	0	0	0	0
'000002023.1076356'	multipleyear	0	0	0	1
'000005885.1076270'	multipleyear	0	0	0	0
'000002710.1076275'	multipleyear	1	0	0	0
'000002751.1076200'	multipleyear	1	0	0	0
'000002715.1076224'	multipleyear	1	0	0	0
'000003476.1076215'	multipleyear	1	0	0	0
'000004662.1076254'	multipleyear	1	0	0	0
'000002911.1076393'	multipleyear	1	0	0	0
'000002287.1076236'	multipleyear	1	0	0	0
'000004694.1076305'	multipleyear	1	0	0	0
'000004667.1076264'	multipleyear	1	0	0	0
'000003193.1076330'	multipleyear	1	0	0	0
'000008957.1076366'	multipleyear	0	2	0	0
'000008957.1076410'	multipleyear	0	2	0	0
'000004823.1076277'	multipleyear	0	0	0	0
'000004807.1076183'	multipleyear	0	0	0	0
'000005938.1076475'	multipleyear	0	0	0	0
'000001384.1076438'	multipleyear	1	0	0	0
'000002652.1076263'	multipleyear	1	0	0	0
'000004819.1076407'	multipleyear	0	0	0	0
'000002996.1076141'	multipleyear	1	0	0	0
'000001331.1076387'	multipleyear	1	0	0	0
'000004654.1076358'	multipleyear	1	0	0	0
'000004633.1076440'	multipleyear	1	0	0	0
'000008950.1076415'	multipleyear	0	2	0	0
'000005263.1076371'	multipleyear	0	0	0	0
'000005016.1076421'	multipleyear	0	0	0	0
'000005756.1076293'	multipleyear	0	0	0	0
'000004915.1076343'	multipleyear	0	0	0	0
'000004891.1076474'	multipleyear	0	0	0	0
'000005571.1076389'	multipleyear	0	0	0	0
'000004872.1076287'	multipleyear	0	0	0	0
'000003794.1076403'	multipleyear	1	0	0	0
'000005653.1076283'	multipleyear	0	0	0	0
'000003170.1076187'	multipleyear	1	0	0	0
'000001939.1076169'	multipleyear	0	0	0	1
'000002404.1076256'	multipleyear	1	0	0	0
'000004860.1076235'	multipleyear	0	0	0	0
'000005015.1076318'	multipleyear	0	0	0	0
'000004782.1076257'	multipleyear	0	0	0	0
'000004145.1076463'	multipleyear	1	0	0	0
'000003798.1076388'	multipleyear	1	0	0	0
'000002276.1076156'	multipleyear	1	0	0	0
'000004735.1076261'	multipleyear	0	1	0	0
'000004926.1076372'	multipleyear	0	0	0	0
'000003895.1076443'	multipleyear	1	0	0	0
'000003149.1076181'	multipleyear	1	0	0	0
'000001934.1076306'	multipleyear	0	0	0	1
'000003171.1076314'	multipleyear	1	0	0	0
'000002972.1076373'	multipleyear	1	0	0	0
'000005776.1076333'	multipleyear	0	0	0	0
'000004859.1076231'	multipleyear	0	0	0	0
'000003002.1076454'	multipleyear	1	0	0	0
'000002503.1076368'	multipleyear	1	0	0	0
'000004691.1076159'	multipleyear	1	0	0	0
'000002179.1076210'	multipleyear	1	0	0	0
'000001286.1076166'	multipleyear	1	0	0	0
'000001594.1076395'	multipleyear	1	0	0	0
'000001676.1076404'	multipleyear	1	0	0	0
'000001252.1076247'	multipleyear	1	0	0	0
'000001861.1076339'	multipleyear	0	0	0	1
'000005433.1076267'	multipleyear	0	0	0	0
'000002180.1076396'	multipleyear	1	0	0	0
'000004696.1076172'	multipleyear	1	0	0	0
'000003222.1076413'	multipleyear	1	0	0	0
'000004730.1076349'	multipleyear	0	1	0	0
'000004676.1076360'	multipleyear	1	0	0	0
'000002465.1076284'	multipleyear	1	0	0	0
'000004796.1076168'	multipleyear	0	0	0	0
'000004656.1076279'	multipleyear	1	0	0	0
'000001255.1076444'	multipleyear	1	0	0	0
'000001209.1076406'	multipleyear	1	0	0	0
'000005223.1076401'	multipleyear	0	0	0	0
'000004652.1076357'	multipleyear	1	0	0	0
'000002345.1076192'	multipleyear	1	0	0	0
'000001438.1076361'	multipleyear	1	0	0	0
'000002302.1076213'	multipleyear	1	0	0	0
'000002282.1076154'	multipleyear	1	0	0	0
'000005811.1076419'	multipleyear	0	0	0	0
'000004797.1076177'	multipleyear	0	0	0	0
'000002288.1076201'	multipleyear	1	0	0	0
'000002301.1076386'	multipleyear	1	0	0	0
'000004979.1076191'	multipleyear	0	0	0	0
'000001919.1076369'	multipleyear	0	0	0	1
'000001238.1076317'	multipleyear	1	0	0	0
'000004273.1076240'	multipleyear	1	0	0	0
'000003793.1076234'	multipleyear	1	0	0	0
'000004773.1076185'	multipleyear	0	1	0	0
'000004890.1076329'	multipleyear	0	0	0	0
'000002979.1076405'	multipleyear	1	0	0	0
'000004737.1076217'	multipleyear	0	1	0	0
'000001558.1076184'	multipleyear	1	0	0	0
'000002183.1076375'	multipleyear	1	0	0	0
'000003024.1076348'	multipleyear	1	0	0	0
'000004830.1076138'	multipleyear	0	0	0	0
'000003086.1076455'	multipleyear	1	0	0	0
'000005168.1076428'	multipleyear	0	0	0	0
'000001851.1076307'	multipleyear	0	0	0	1
'000001570.1076416'	multipleyear	1	0	0	0
'000004699.1076394'	multipleyear	1	0	0	0
'000001073.1076273'	multipleyear	0	0	0	0
'000001572.1076205'	multipleyear	1	0	0	0
'000003713.1076336'	multipleyear	1	0	0	0
'000002784.1076182'	multipleyear	1	0	0	0
'000003023.1076351'	multipleyear	1	0	0	0
'000002765.1076417'	multipleyear	1	0	0	0
'000002132.1076332'	multipleyear	0	0	0	1
'000001765.1076173'	multipleyear	0	0	0	1
'000001960.1076155'	multipleyear	0	0	0	1
'000005660.1076378'	multipleyear	0	0	0	0
'000003277.1076480'	multipleyear	1	0	0	0
'000001410.1076207'	multipleyear	1	0	0	0
'000001328.1076289'	multipleyear	1	0	0	0
'000003797.1076344'	multipleyear	1	0	0	0
'000004822.1076432'	multipleyear	0	0	0	0
'000002050.1076426'	multipleyear	0	0	0	1
'000001568.1076176'	multipleyear	1	0	0	0
'000001590.1076320'	multipleyear	1	0	0	0
'000001500.1076150'	multipleyear	1	0	0	0
'000003125.1076414'	multipleyear	1	0	0	0
'000002851.1076309'	multipleyear	1	0	0	0
'000001492.1076464'	multipleyear	1	0	0	0
'000003026.1076300'	multipleyear	1	0	0	0
'000001779.1076243'	multipleyear	0	0	0	1
'000004864.1076238'	multipleyear	0	0	0	0
'000003240.1076241'	multipleyear	1	0	0	0
'000002655.1076212'	multipleyear	1	0	0	0
'000005039.1076228'	multipleyear	0	0	0	0
'000002044.1076220'	multipleyear	0	0	0	1
'000003082.1076433'	multipleyear	1	0	0	0
'000001084.1076216'	multipleyear	0	0	0	0
'000004707.1076222'	multipleyear	1	0	0	0
'000003279.1076292'	multipleyear	1	0	0	0
'000004736.1076315'	multipleyear	0	1	0	0
'000001582.1076447'	multipleyear	1	0	0	0
'000002651.1076282'	multipleyear	1	0	0	0
'000004894.1076204'	multipleyear	0	0	0	0
'000001197.1076290'	multipleyear	1	0	0	0
'000004753.1076367'	multipleyear	0	1	0	0
'000001631.1076423'	multipleyear	1	0	0	0
'000004695.1076294'	multipleyear	1	0	0	0
'000005080.1076430'	multipleyear	0	0	0	0
'000003022.1076269'	multipleyear	1	0	0	0
'000001940.1076285'	multipleyear	0	0	0	1
'000001534.1053739'	multipleyear	1	0	0	0
'000002161.1053919'	multipleyear	0	0	0	1
'000006809.1053726'	multipleyear	0	2	0	0
'000005928.1053871'	multipleyear	0	0	0	0
'000001378.1053850'	multipleyear	1	0	0	0
'000003316.1053890'	multipleyear	1	0	0	0
'000001671.1053821'	multipleyear	1	0	0	0
'000002052.1053728'	multipleyear	0	0	0	1
'000002141.1053789'	multipleyear	0	0	0	1
'000006641.1053782'	multipleyear	0	2	0	0
'000002588.1053708'	multipleyear	1	0	0	0
'000006818.1053813'	multipleyear	0	2	0	0
'000006034.1053823'	multipleyear	0	0	0	0
'000006757.1053947'	multipleyear	0	2	0	0
'000001243.1053840'	multipleyear	1	0	0	0
'000003820.1053731'	multipleyear	1	0	0	0
'000006819.1053765'	multipleyear	0	2	0	0
'000005686.1053891'	multipleyear	0	0	0	0
'000002650.1053793'	multipleyear	1	0	0	0
'000002081.1053820'	multipleyear	0	0	0	1
'000002051.1053951'	multipleyear	0	0	0	1
'000006894.1053730'	multipleyear	0	2	0	0
'000001787.1053922'	multipleyear	0	0	0	1
'000004880.1053936'	multipleyear	0	0	0	0
'000006970.1053745'	multipleyear	0	2	0	0
'000005929.1053758'	multipleyear	0	0	0	0
'000002020.1053858'	multipleyear	0	0	0	1
'000006651.1053743'	multipleyear	0	2	0	0
'000006743.1053729'	multipleyear	0	2	0	0
'000001240.1053777'	multipleyear	1	0	0	0
'000001833.1053836'	multipleyear	0	0	0	1
'000002587.1053912'	multipleyear	1	0	0	0
'000002082.1053885'	multipleyear	0	0	0	1
'000001001.1053931'	multipleyear	0	0	0	0
'000002030.1053854'	multipleyear	0	0	0	1
'000001907.1053898'	multipleyear	0	0	0	1
'000005568.1053945'	multipleyear	0	0	0	0
'000005931.1053940'	multipleyear	0	0	0	0
'000006789.1053878'	multipleyear	0	2	0	0
'000002162.1053707'	multipleyear	0	0	0	1
'000003189.1053842'	multipleyear	1	0	0	0
'000006778.1053712'	multipleyear	0	2	0	0
'000002581.1053733'	multipleyear	1	0	0	0
'000002172.1053857'	multipleyear	0	0	0	1
'000009353.1053930'	multipleyear	0	2	0	0
'000005935.1053827'	multipleyear	0	0	0	0
'000006666.1053751'	multipleyear	0	2	0	0
'000003810.1053816'	multipleyear	1	0	0	0
'000002028.1053812'	multipleyear	0	0	0	1
'000003811.1053950'	multipleyear	1	0	0	0
'000002369.1053841'	multipleyear	1	0	0	0
'000006685.1053901'	multipleyear	0	2	0	0
'000001232.1053811'	multipleyear	1	0	0	0
'000006795.1053877'	multipleyear	0	2	0	0
'000002027.1053924'	multipleyear	0	0	0	1
'000006794.1053711'	multipleyear	0	2	0	0
'000006676.1053750'	multipleyear	0	2	0	0
'000006113.1053799'	multipleyear	0	2	0	0
'000005892.1053892'	multipleyear	0	0	0	0
'000001792.1131672'	multipleyear	0	0	0	1
'000002159.1131556'	multipleyear	0	0	0	1
'000005846.1131690'	multipleyear	0	0	0	0
'000002013.1131550'	multipleyear	0	0	0	1
'000005939.1131557'	multipleyear	0	0	0	0
'000005454.1131868'	multipleyear	0	0	0	0
'000009035.1131647'	multipleyear	0	2	0	0
'000006661.1131908'	multipleyear	0	2	0	0
'000006691.1131696'	multipleyear	0	2	0	0
'000006106.1131754'	multipleyear	0	2	0	0
'000006912.1131585'	multipleyear	0	2	0	0
'000001127.1131821'	multipleyear	0	0	0	0
'000002467.1131786'	multipleyear	1	0	0	0
'000006100.1131925'	multipleyear	0	2	0	0
'000003981.1131582'	multipleyear	1	0	0	0
'000006080.1131591'	multipleyear	0	2	0	0
'000005966.1131848'	multipleyear	0	0	0	0
'000002882.1131723'	multipleyear	1	0	0	0
'000004923.1131966'	multipleyear	0	0	0	0
'000002878.1131732'	multipleyear	1	0	0	0
'000005981.1131913'	multipleyear	0	0	0	0
'000004813.1131936'	multipleyear	0	0	0	0
'000003173.1131939'	multipleyear	1	0	0	0
'000004971.1131691'	multipleyear	0	0	0	0
'000002921.1131614'	multipleyear	1	0	0	0
'000009528.1131530'	multipleyear	0	2	0	0
'000002449.1131877'	multipleyear	1	0	0	0
'000002100.1131761'	multipleyear	0	0	0	1
'000003358.1131830'	multipleyear	1	0	0	0
'000006635.1131865'	multipleyear	0	2	0	0
'000007728.1131896'	multipleyear	0	2	0	0
'000005983.1131709'	multipleyear	0	0	0	0
'000007675.1131847'	multipleyear	0	2	0	0
'000006728.1131584'	multipleyear	0	2	0	0
'000001805.1131920'	multipleyear	0	0	0	1
'000009117.1131529'	multipleyear	0	2	0	0
'000001546.1131928'	multipleyear	1	0	0	0
'000002811.1131808'	multipleyear	1	0	0	0
'000005918.1131765'	multipleyear	0	0	0	0
'000006694.1131921'	multipleyear	0	2	0	0
'000006695.1131826'	multipleyear	0	2	0	0
'000002922.1131863'	multipleyear	1	0	0	0
'000004692.1131854'	multipleyear	1	0	0	0
'000001450.1131879'	multipleyear	1	0	0	0
'000009372.1131749'	multipleyear	0	2	0	0
'000003386.1131583'	multipleyear	1	0	0	0
'000006715.1131688'	multipleyear	0	2	0	0
'000002418.1131513'	multipleyear	1	0	0	0
'000004747.1131840'	multipleyear	0	1	0	0
'000005713.1131815'	multipleyear	0	0	0	0
'000006037.1131794'	multipleyear	0	0	0	0
'000001902.1131629'	multipleyear	0	0	0	1
'000003350.1131718'	multipleyear	1	0	0	0
'000007037.1131746'	multipleyear	0	2	0	0
'000004775.1131668'	multipleyear	0	0	0	0
'000001139.1131702'	multipleyear	1	0	0	0
'000007068.1131773'	multipleyear	0	2	0	0
'000002198.1131606'	multipleyear	1	0	0	0
'000007734.1131715'	multipleyear	0	2	0	0
'000005423.1131635'	multipleyear	0	0	0	0
'000001732.1131851'	multipleyear	0	0	0	1
'000005845.1131883'	multipleyear	0	0	0	0
'000002417.1131901'	multipleyear	1	0	0	0
'000006737.1131897'	multipleyear	0	2	0	0
'000007005.1131779'	multipleyear	0	2	0	0
'000005927.1131701'	multipleyear	0	0	0	0
'000005727.1131536'	multipleyear	0	0	0	0
'000002014.1131929'	multipleyear	0	0	0	1
'000001701.1131724'	multipleyear	0	0	0	1
'000005725.1131948'	multipleyear	0	0	0	0
'000001396.1131751'	multipleyear	1	0	0	0
'000004703.1131571'	multipleyear	1	0	0	0
'000001379.1131813'	multipleyear	1	0	0	0
'000009531.1131795'	multipleyear	0	2	0	0
'000009013.1131551'	multipleyear	0	2	0	0
'000006637.1131735'	multipleyear	0	2	0	0
'000005992.1131849'	multipleyear	0	0	0	0
'000003559.1131777'	multipleyear	1	0	0	0
'000007645.1131721'	multipleyear	0	2	0	0
'000003809.1131594'	multipleyear	1	0	0	0
'000001513.1131954'	multipleyear	1	0	0	0
'000006766.1131806'	multipleyear	0	2	0	0
'000005893.1131687'	multipleyear	0	0	0	0
'000004631.1131889'	multipleyear	1	0	0	0
'000009011.1131752'	multipleyear	0	2	0	0
'000001182.1131623'	multipleyear	1	0	0	0
'000009532.1131678'	multipleyear	0	2	0	0
'000006072.1131834'	multipleyear	0	2	0	0
'000005019.1131737'	multipleyear	0	0	0	0
'000005782.1131679'	multipleyear	0	0	0	0
'000006943.1131820'	multipleyear	0	2	0	0
'000004985.1131745'	multipleyear	0	0	0	0
'000006626.1131574'	multipleyear	0	2	0	0
'000005844.1131797'	multipleyear	0	0	0	0
'000002253.1131832'	multipleyear	1	0	0	0
'000009430.1131811'	multipleyear	0	2	0	0
'000002809.1131923'	multipleyear	1	0	0	0
'000004792.1131545'	multipleyear	0	0	0	0
'000003175.1131611'	multipleyear	1	0	0	0
'000005907.1131827'	multipleyear	0	0	0	0
'000005716.1131599'	multipleyear	0	0	0	0
'000004786.1131888'	multipleyear	0	0	0	0
'000001895.1131608'	multipleyear	0	0	0	1
'000009238.1131680'	multipleyear	0	2	0	0
'000005754.1131771'	multipleyear	0	0	0	0
'000009009.1131712'	multipleyear	0	2	0	0
'000002669.1131831'	multipleyear	1	0	0	0
'000002157.1131567'	multipleyear	0	0	0	1
'000004645.1131766'	multipleyear	1	0	0	0
'000001799.1131949'	multipleyear	0	0	0	1
'000007009.1131546'	multipleyear	0	2	0	0
'000007746.1131774'	multipleyear	0	2	0	0
'000003812.1131844'	multipleyear	1	0	0	0
'000006670.1131872'	multipleyear	0	2	0	0
'000007183.1131548'	multipleyear	0	2	0	0
'000006993.1131915'	multipleyear	0	2	0	0
'000006850.1131613'	multipleyear	0	2	0	0
'000003982.1131780'	multipleyear	1	0	0	0
'000005791.1131521'	multipleyear	0	0	0	0
'000006949.1131776'	multipleyear	0	2	0	0
'000006710.1131717'	multipleyear	0	2	0	0
'000003168.1131618'	multipleyear	1	0	0	0
'000006802.1131875'	multipleyear	0	2	0	0
'000005553.1131810'	multipleyear	0	0	0	0
'000005930.1131685'	multipleyear	0	0	0	0
'000006071.1131708'	multipleyear	0	2	0	0
'000006796.1131656'	multipleyear	0	2	0	0
'000006777.1131576'	multipleyear	0	2	0	0
'000005685.1131955'	multipleyear	0	0	0	0
'000005038.1131951'	multipleyear	0	0	0	0
'000009529.1131825'	multipleyear	0	2	0	0
'000005920.1131568'	multipleyear	0	0	0	0
'000005965.1131938'	multipleyear	0	0	0	0
'000006729.1131640'	multipleyear	0	2	0	0
'000006864.1131891'	multipleyear	0	2	0	0
'000009767.1131637'	multipleyear	0	0	0	1
'000005997.1131572'	multipleyear	0	0	0	0
'000004814.1131580'	multipleyear	0	0	0	0
'000001789.1131645'	multipleyear	0	0	0	1
'000002965.1131607'	multipleyear	1	0	0	0
'000004613.1131734'	multipleyear	1	0	0	0
'000002568.1131694'	multipleyear	1	0	0	0
'000003063.1131596'	multipleyear	1	0	0	0
'000006733.1131770'	multipleyear	0	2	0	0
'000005750.1131739'	multipleyear	0	0	0	0
'000001811.1131510'	multipleyear	0	0	0	1
'000004927.1131781'	multipleyear	0	0	0	0
'000009139.1131511'	multipleyear	0	2	0	0
'000004787.1131664'	multipleyear	0	0	0	0
'000006926.1131764'	multipleyear	0	2	0	0
'000009134.1131566'	multipleyear	0	2	0	0
'000004765.1131661'	multipleyear	0	1	0	0
'000006135.1131744'	multipleyear	0	2	0	0
'000005012.1131927'	multipleyear	0	0	0	0
'000006678.1131726'	multipleyear	0	2	0	0
'000002665.1131581'	multipleyear	1	0	0	0
'000004922.1131561'	multipleyear	0	0	0	0
'000002489.1131666'	multipleyear	1	0	0	0
'000006863.1131589'	multipleyear	0	2	0	0
'000006690.1131669'	multipleyear	0	2	0	0
'000008982.1131895'	multipleyear	0	2	0	0
'000002468.1131553'	multipleyear	1	0	0	0
'000002831.1131862'	multipleyear	1	0	0	0
'000009427.1131753'	multipleyear	0	2	0	0
'000006803.1131961'	multipleyear	0	2	0	0
'000009204.1131601'	multipleyear	0	2	0	0
'000006664.1131515'	multipleyear	0	2	0	0
'000001565.1131700'	multipleyear	1	0	0	0
'000001062.1131940'	multipleyear	0	0	0	0
'000002184.1131892'	multipleyear	1	0	0	0
'000005900.1131953'	multipleyear	0	0	0	0
'000002063.1131894'	multipleyear	0	0	0	1
'000005692.1131682'	multipleyear	0	0	0	0
'000002450.1131907'	multipleyear	1	0	0	0
'000006801.1131649'	multipleyear	0	2	0	0
'000004294.1131799'	multipleyear	1	0	0	0
'000005753.1131729'	multipleyear	0	0	0	0
'000008972.1131924'	multipleyear	0	2	0	0
'000008962.1131722'	multipleyear	0	2	0	0
'000006064.1131748'	multipleyear	0	2	0	0
'000005814.1131681'	multipleyear	0	0	0	0
'000004650.1131819'	multipleyear	1	0	0	0
'000002807.1131531'	multipleyear	1	0	0	0
'000003714.1131590'	multipleyear	1	0	0	0
'000009624.1131870'	multipleyear	0	2	0	0
'000004618.1131914'	multipleyear	1	0	0	0
'000003830.1131565'	multipleyear	1	0	0	0
'000003215.1131903'	multipleyear	1	0	0	0
'000002281.1131757'	multipleyear	1	0	0	0
'000006717.1131775'	multipleyear	0	2	0	0
'000006636.1131643'	multipleyear	0	2	0	0
'000006134.1131957'	multipleyear	0	2	0	0
'000005924.1131540'	multipleyear	0	0	0	0
'000006736.1131704'	multipleyear	0	2	0	0
'000002670.1131756'	multipleyear	1	0	0	0
'000009535.1131619'	multipleyear	0	2	0	0
'000007729.1131778'	multipleyear	0	2	0	0
'000009109.1131861'	multipleyear	0	2	0	0
'000006941.1131884'	multipleyear	0	2	0	0
'000006716.1131728'	multipleyear	0	2	0	0
'000003426.1131716'	multipleyear	1	0	0	0
'000006650.1131956'	multipleyear	0	2	0	0
'000006740.1131856'	multipleyear	0	2	0	0
'000006042.1131768'	multipleyear	0	0	0	0
'000007039.1131853'	multipleyear	0	2	0	0
'000006662.1131579'	multipleyear	0	2	0	0
'000003424.1131538'	multipleyear	1	0	0	0
'000009111.1131950'	multipleyear	0	2	0	0
'000005999.1131541'	multipleyear	0	0	0	0
'000006797.1131697'	multipleyear	0	2	0	0
'000006026.1131720'	multipleyear	0	0	0	0
'000006762.1131703'	multipleyear	0	2	0	0
'000007732.1131532'	multipleyear	0	2	0	0
'000004930.1131602'	multipleyear	0	0	0	0
'000007678.1131860'	multipleyear	0	2	0	0
'000007669.1131654'	multipleyear	0	2	0	0
'000002490.1131918'	multipleyear	1	0	0	0
'000006021.1131660'	multipleyear	0	0	0	0
'000006800.1131570'	multipleyear	0	2	0	0
'000005970.1131855'	multipleyear	0	0	0	0
'000001184.1131760'	multipleyear	1	0	0	0
'000003952.1131742'	multipleyear	1	0	0	0
'000008955.1131523'	multipleyear	0	2	0	0
'000009108.1131673'	multipleyear	0	2	0	0
'000002111.1131695'	multipleyear	0	0	0	1
'000001965.1131816'	multipleyear	0	0	0	1
'000001535.1131625'	multipleyear	1	0	0	0
'000009198.1130535'	multipleyear	0	2	0	0
'000001114.1130033'	multipleyear	0	0	0	0
'000007749.1130433'	multipleyear	0	2	0	0
'000007745.1130227'	multipleyear	0	2	0	0
'000009114.1130112'	multipleyear	0	2	0	0
'000006647.1130279'	multipleyear	0	2	0	0
'000004753.1130558'	multipleyear	0	1	0	0
'000009236.1130542'	multipleyear	0	2	0	0
'000005007.1130061'	multipleyear	0	0	0	0
'000006675.1130181'	multipleyear	0	2	0	0
'000007044.1130122'	multipleyear	0	2	0	0
'000004144.1130461'	multipleyear	1	0	0	0
'000001944.1130041'	multipleyear	0	0	0	1
'000003145.1130311'	multipleyear	1	0	0	0
'000009560.1130221'	multipleyear	0	2	0	0
'000001401.1130254'	multipleyear	1	0	0	0
'000002772.1130083'	multipleyear	1	0	0	0
'000009628.1130042'	multipleyear	0	2	0	0
'000002023.1130272'	multipleyear	0	0	0	1
'000009131.1130199'	multipleyear	0	2	0	0
'000007683.1130555'	multipleyear	0	2	0	0
'000007865.1130178'	multipleyear	0	2	0	0
'000006819.1130292'	multipleyear	0	2	0	0
'000008959b.1130464'	multipleyear	0	2	0	0
'000003532.1130480'	multipleyear	1	0	0	0
'000002619.1130069'	multipleyear	1	0	0	0
'000001590.1130513'	multipleyear	1	0	0	0
'000002162.1130335'	multipleyear	0	0	0	1
'000003730.1130454'	multipleyear	1	0	0	0
'000009445.1130058'	multipleyear	0	2	0	0
'000005757.1130216'	multipleyear	0	0	0	0
'000004920.1130551'	multipleyear	0	0	0	0
'000001345.1130446'	multipleyear	1	0	0	0
'000001410.1130108'	multipleyear	1	0	0	0
'000003083.1130159'	multipleyear	1	0	0	0
'000004611.1130245'	multipleyear	1	0	0	0
'000008198.1130540'	multipleyear	0	2	0	0
'000007663.1130288'	multipleyear	0	2	0	0
'000003004.1130330'	multipleyear	1	0	0	0
'000009419.1130338'	multipleyear	0	2	0	0
'000003549.1130048'	multipleyear	1	0	0	0
'000002457.1130298'	multipleyear	1	0	0	0
'000005871.1130499'	multipleyear	0	0	0	0
'000004278.1130347'	multipleyear	1	0	0	0
