SampleID,Type,'S5_18','ABS_6','Acidobacteria_class','Acidobacteria_5','Aconoidasida','Actinobacteria_class','Actinopterygii','Agaricomycetes','Alphaproteobacteria','Amphibia','Anaerolineae','Andreaeopsida','Anthocerotopsida','Anthozoa','Appendicularia','Aquificae_class','Arachnida','Archaeoglobi','Ascidiacea','Aves','Bacillariophyceae','Bacilli','Bacteroidia','Bangiophyceae','Betaproteobacteria','Bivalvia','Bljii12','Brachyspirae','Branchiopoda','Bryopsida','C2','CH21','CL500_48','Chlamydiae_class','Chloracidobacteria','Chlorobia','Chloroflexi_class','Chlorophyceae','Chondrichthyes','Chromadorea','Chrysiogenetes_class','Chytridiomycetes','Clostridia','Coccidia','Coniferopsida','Coscinodiscophyceae','Cryptophyta','Cycadopsida','Cytophagia','Deferribacteres_class','Dehalococcoidetes','Deinococci','Deltaproteobacteria','Dictyoglomia','Dinophyceae','Dothideomycetes','Echinoidea','Ellipura','Elusimicrobia_class','Enoplea','Enteropneusta','Epsilonproteobacteria','Erysipelotrichi','Eurotiomycetes','Exobasidiomycetes','FFCH393','Fibrobacteres_class','Flavobacteria','Fusobacteria_class','Gammaproteobacteria','Gemmatimonadetes_class','Ginkgoopsida','Glaucocystophyceae','Gloeobacteria','Halobacteria','Haplomitriopsida','Heterolobosea','Hirudinida','Holophagae','Hydrozoa','Ichthyosporea','Insecta','Isoetopsida','JG37_AG_4','Jungermanniopsida','Klebsormidiophyceae','Ktedonobacteria','Lecanoromycetes','Lentisphaerae_class','Leotiomycetes','Leptospirae','Liliopsida','Litostomatea','Lycopodiopsida','ML615J_28','Malacostraca','Mammalia','Maxillopoda','Methanobacteria','Methanococci','Methanomicrobia','Methanopyri','Mollicutes','Negativicutes','Neocallimastigomycetes','Nitrospira_class','Oligohymenophorea','Ophioglossopsida','Opitutae','PRR_11','PRR_12','Pelagophyceae','Pezizomycetes','Phycisphaerae','Planctomycea','Planctomycetacia','Polychaeta','Polypodiopsida','Polytrichopsida','Prasinophyceae','RB25','S15B_MN24','SJA_176','SJA_28','SOGA31','Saccharomycetes','Schizosaccharomycetes','Solibacteres','Sordariomycetes','Spartobacteria','Sphingobacteria','Spirochaetes_class','Sva0725','Synergistia','TK17','TM7_1','TM7_3','Taphrinomycetes','Thaumarchaeota','Thermococci','Thermomicrobia','Thermomicrobia_class','Thermoplasmata','Thermoprotei','Thermotogae_class','Trebouxiophyceae','Trematoda','Tremellomycetes','Ulvophyceae','Ustilaginomycetes','Verrucomicrobiae','Wallemiomycetes','YS2','ZB1','Zetaproteobacteria','Zygnemophyceae','agg27','iii1_8','mle1_12','unclassified_derivedfromAcidobacteria','unclassified_derivedfromArchaea','unclassified_derivedfromAscomycota','unclassified_derivedfromBacteria','unclassified_derivedfromBacteroidetes','unclassified_derivedfromBasidiomycota','unclassified_derivedfromCandidatusPoribacteria','unclassified_derivedfromChloroflexi','unclassified_derivedfromChlorophyta','unclassified_derivedfromChordata','unclassified_derivedfromCrenarchaeota','unclassified_derivedfromCyanobacteria','unclassified_derivedfromElusimicrobia','unclassified_derivedfromEuglenida','unclassified_derivedfromEukaryota','unclassified_derivedfromEuryarchaeota','unclassified_derivedfromEustigmatophyceae','unclassified_derivedfromFirmicutes','unclassified_derivedfromFungi','unclassified_derivedfromKorarchaeota','unclassified_derivedfromLentisphaerae','unclassified_derivedfromMicrosporidia','unclassified_derivedfromNanoarchaeota','unclassified_derivedfromPhaeophyceae','unclassified_derivedfromPlacozoa','unclassified_derivedfromProteobacteria','unclassified_derivedfromStreptophyta','unclassified_derivedfromSynergistetes','unclassified_derivedfromThaumarchaeota','unclassified_derivedfromVerrucomicrobia','unclassified_derivedfromViruses','unclassified_derivedfromothersequences','unclassified_derivedfromunclassifiedsequences','vadinHA49'
'000001630.1130004',multipleyear,0,0,0,0,0,0.003072994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024623858,0.106277687,0,0.000319272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107474957,0,0,0,0,0,0,0,0,0,0.000159636,0,0,0,0,0,0,0,0,0,0.002594085,0,0,0,0,0,0,0.754679331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009385.1130395',multipleyear,0,0,0,0,0,0.003986936,0,0,8.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.016541545,0.215845952,0,0.002629681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740212919,0,0,0,0,0,0,0,0,0,0.001781397,0,0,0,0,0,0,0,0,0,0.008355601,0,0,0,0,0,0,0.005004878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004580735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000002944.1130012',multipleyear,0,0,0,0,0,0.048815099,0,0,0.00099333,0,0,0,0,0,0,0,0,0,0,0,0,0.397805213,0.05472778,0,0.001229838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465588194,0,0,0,0,0,0,0,0,0,0.000189206,0,0,0,0,0,0,0,0,0,0.007993945,0,0,0,0,0,4.73E-05,0.020954543,9.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001324441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000007151.1130047',multipleyear,0,0,0,0,0,0.036510659,0,0,0.010250756,0,0,0,0,0,0,0,0,0,0,0,0,0.01217022,0.525769828,0,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365514988,0,0,0,0,0,0,0,0,0,0.001592747,0,0,0,0,0,0,0,0,0,0.003103814,0,0,0,0,0,0,0.034877073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009230.1130075',multipleyear,0,0,0,0,0,0.002558119,0,0,4.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.006058702,0.491113904,0,0.058702091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179696616,0,0,0,0,0,0,0,0,0,0.001077103,0,0,0,0,0,0,0,0,0.000942465,0.018400503,0,0,0,0,0,0.133605601,0.107755139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009705.1130455',multipleyear,0,0,0,0,0,0.001546298,0,0,0.004093142,0,0,0,0,0,0,0,0,0,0,0,0,0.000636711,0.112515918,0,0.014644351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031926505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181917,0,0,0,0,9.10E-05,0,0.834364199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000001787.1130232',multipleyear,0,0,0,0,0,0.00595926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166137,0.084332563,0,0.004297891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841844843,0,0,0,0,0,0,0,0,0,0.007078879,0,0,0,0,0,0,0,0,0.00010835,0.002492054,0,0,0,0,0,0,0.016180295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758451,0,0,0,0.004334008,0,0,0,0.029976885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000975152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000005967.1130099',multipleyear,0,0,0,0,0,0.009111247,0,0,8.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.010616229,0.107992678,0,0.000325402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28972951,0,0,0,0,0,0,0,0,0,0.000366077,0,0,0,0,0,0,0,0,0,0.004881025,0,0,0,0,0,0,0.576245678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000650803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000001905.1130196',multipleyear,0,0,0,0,0,0.007347391,0,0,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.005183433,0.0308993,0,0.000301948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33566504,0,0,0,0,0,0,0,0,0,0.000352272,0,0,0,0,0,0,0,0,0,0.019576267,0,0,0,0,0,5.03E-05,0.597604549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002717528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000004187.1130137',multipleyear,0,0,0,0,0,0.01845338,0,0,0.001407003,0,0,0,0,0,0,0,0,0,0,0,0,0.241192705,0.036527951,0,0.001407003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550137994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033551599,0,0,0,0,0,0,0.026246009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007792629,0,0,0,0.008279669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000919963,0,0,0.000108231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073272363,0,0.000270577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000003530.1130179',multipleyear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009174.1130293',multipleyear,0,0,0,0,0,0.019251514,0,0,0.004439466,0,0,0,0,0,0,0,0,0,0,0,0,0.003443698,0.202306863,0,0.006389511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197576965,0,0,0,0,0,0,0,0,0,0.002323459,0,0,0,0,0,0,0,0,0,0.006513982,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248942,0,0,0,0.000912787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000954278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009141.1130514',multipleyear,0,0,0,0,0,0.000275166,0,0,4.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002522357,0.322724146,0,0.000137583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114560881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174272,0,0,0,0,0,4.59E-05,0.557899564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000002512.1130426',multipleyear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000006668.1130334',multipleyear,0,0,0,0,0,0.000742245,0,0,3.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,7.81E-05,0.642081413,0,0.023556528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246581764,0,0,0,0,0,0,0,0,0,0.001015704,0,0,0,0,0,0,0,0,0,0.002422064,0,0,0,0,0,0.067427143,0.009453864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001679819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003086179,0,0.001836081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000004633.1130011',multipleyear,0,0,0,0,0,0.004716312,0,0,7.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.003156028,0.017624113,0,0.000106383,0,0,3.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04748227,0,0,0,0,0,0,0,0,0,0.000531915,0,0,0,0,0,0,0,0,0,0.002269504,0,0,0,0,0,0,0.920177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106383,0,0,0,0.001347518,0,0,0,0.00070922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009215.1130407',multipleyear,0,0,0,0,0,0.001558705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012288397,0.473411389,0,0.020988147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154348062,0,0,0,0,0,0,0,0,0,0.006162323,0,0,0,0,0,0,0,0,0,0.00311741,0,0,0,0,3.62E-05,3.62E-05,0.327581832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000004780.1130349',multipleyear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000008980.1130339',multipleyear,0,0,0,0,0,0.01701507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003403014,0.586047642,0,0.024064171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326932426,0,0,0,0,0,0,0,0,0,0.003889159,0,0,0,0,0,0,0,0,0,0.021147302,0,0,0,0,0,0.006562956,0.002673797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003403014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097229,0,0.003889159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000004782.1130063',multipleyear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009221.1130007',multipleyear,0,0,0,0,0,0.024640657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003559206,0.324161533,0,0.008350445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622587269,0,0,0,0,0,0,0,0,0,0.003148528,0,0,0,0,0,0,0,0,0,0.003832991,0,0,0,0,0,0,0.009445585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000004280.1130502',multipleyear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000001888.1130506',multipleyear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000008981.1130291',multipleyear,0,0,0,0,0,0.002063679,0,0,0.000147406,0,0,0,0,0,0,0,0,0,0,0,0,0.00226022,0.32473467,0,0.001768868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052034198,0,0,0,0,0,0,0,0,0,0.001228381,0,0,0,0,0,0,0,0,0,0.002849843,0,0,0,0,0,0,0.612814465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000006909.1130490',multipleyear,0,0,0,0,0,0.005104502,0,0,4.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002210611,0.377411576,0,0.024598071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028135,0.025482315,0,0,0,0,0,0,0.004782958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009607.1130045',multipleyear,0,0,0,0,0,0.001241986,0,0,0.000100702,0,0,0,0,0,0,0,0,0,0,0,0,0.020408848,0.349065154,0,0.00023497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222382599,0,0,0,0,0,0,0,0,0,0.000973448,0,0,0,0,0,0,0,0,0,0.006981974,0,0,0,0,0,0,0.381726025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001846195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015004532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000003761.1130305',multipleyear,0,0,0,0,0,0.013528448,0,0,0.001867307,0,0,0,0,0,0,0,0,0,0,0,0,0.041576159,0.041271293,0,0.000114325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057314889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002553256,0,0,0,0,0,3.81E-05,0.840516749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001219466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
