"id","deleted","project_id","mgrast_metagenome_id","name","bp_count","sequence_count","assigned_read_count","abundances_inputted","cazy_generated"
2056,0,14,4538509.3,"ID90",12797912,63356,60781,1,0
2057,0,14,4538510.3,"ID91",10879922,53861,52074,1,0
2058,0,14,4538511.3,"ID92",15598642,77221,69450,1,0
2059,0,14,4538512.3,"ID95",10208272,50536,44758,1,0
2060,0,14,4538513.3,"ID97",17439468,86334,84777,1,0
2061,0,14,4538514.3,"ID98",15488956,76678,71453,1,0
2062,0,14,4538515.3,"ID99",18374526,90963,86562,1,0
2063,0,14,4538326.3,"ID100",16284432,80616,77613,1,0
2064,0,14,4538328.3,"ID103",9741854,48227,47107,1,0
2065,0,14,4538329.3,"ID104",18143842,89821,88612,1,0
2066,0,14,4538330.3,"ID106",12241604,60602,59762,1,0
2067,0,14,4538333.3,"ID109",17525924,86762,86053,1,0
2068,0,14,4538335.3,"ID110",19539864,96732,85292,1,0
2069,0,14,4538336.3,"ID112",9912140,49070,45102,1,0
2070,0,14,4538337.3,"ID113",9874770,48885,47215,1,0
2071,0,14,4538339.3,"ID115",13697216,67808,67065,1,0
2072,0,14,4538340.3,"ID117",10396738,51469,44019,1,0
2073,0,14,4538342.3,"ID120",9687516,47958,46979,1,0
2074,0,14,4538344.3,"ID123",7344114,36357,35806,1,0
2075,0,14,4538345.3,"ID124",755076,3738,3725,1,0
2076,0,14,4538346.3,"ID125",13838212,68506,65983,1,0
2077,0,14,4538347.3,"ID127",20437754,101177,96803,1,0
2078,0,14,4538348.3,"ID128",10017382,49591,45227,1,0
2079,0,14,4538349.3,"ID129",9525310,47155,45731,1,0
2080,0,14,4538352.3,"ID131",18814078,93139,89449,1,0
2081,0,14,4538353.3,"ID132",10146258,50229,48722,1,0
2082,0,14,4538354.3,"ID133",16893664,83632,79998,1,0
2083,0,14,4538355.3,"ID134",11868914,58757,57683,1,0
2084,0,14,4538356.3,"ID135",9909716,49058,46298,1,0
2085,0,14,4538357.3,"ID136",19113644,94622,87380,1,0
2086,0,14,4538359.3,"ID138",17740246,87823,62431,1,0
2087,0,14,4538361.3,"ID140",21346148,105674,105103,1,0
2088,0,14,4538368.3,"ID153",14674694,72647,70735,1,0
2089,0,14,4538370.3,"ID155",18615108,92154,90498,1,0
2090,0,14,4538371.3,"ID156",29674406,146903,140341,1,0
2091,0,14,4538377.3,"ID167",24644606,122003,120467,1,0
2092,0,14,4538394.3,"ID188",11506930,56965,56209,1,0
2093,0,14,4538408.3,"ID205",7888706,39053,37430,1,0
2094,0,14,4538410.3,"ID209",13251806,65603,60493,1,0
2095,0,14,4538412.3,"ID210",17626722,87261,85240,1,0
2096,0,14,4538413.3,"ID211",22303426,110413,107861,1,0
2097,0,14,4538414.3,"ID214",19227572,95186,92313,1,0
2098,0,14,4538416.3,"ID216",19768730,97865,95443,1,0
2099,0,14,4538417.3,"ID217",19618240,97120,83822,1,0
2100,0,14,4538420.3,"ID220",9580860,47430,47067,1,0
2101,0,14,4538421.3,"ID221",18202826,90113,83091,1,0
2102,0,14,4538423.3,"ID225",24254544,120072,117772,1,0
2103,0,14,4538425.3,"ID230",15658636,77518,74350,1,0
2104,0,14,4538426.3,"ID231",21001132,103966,103080,1,0
2105,0,14,4538429.3,"ID235",19452398,96299,91977,1,0
2106,0,14,4538431.3,"ID237",7967688,39444,35831,1,0
2107,0,14,4538432.3,"ID238",6900522,34161,27440,1,0
2108,0,14,4538433.3,"ID239",10510464,52032,46334,1,0
2109,0,14,4538434.3,"ID240",15135254,74927,64579,1,0
2110,0,14,4538435.3,"ID241",15584502,77151,76934,1,0
2111,0,14,4538449.3,"ID254",16700350,82675,81678,1,0
2112,0,14,4538450.3,"ID255",19786506,97953,94619,1,0
2113,0,14,4538451.3,"ID256",13817204,68402,60163,1,0
2114,0,14,4538452.3,"ID257",20670256,102328,100175,1,0
2115,0,14,4538453.3,"ID258",8305634,41117,36022,1,0
2116,0,14,4538454.3,"ID259",6675494,33047,30450,1,0
2117,0,14,4538455.3,"ID260",17494008,86604,83488,1,0
2118,0,14,4538456.3,"ID261",7642266,37833,33967,1,0
2119,0,14,4538457.3,"ID262",6157970,30485,26028,1,0
2120,0,14,4538458.3,"ID263",8656104,42852,40221,1,0
2121,0,14,4538459.3,"ID264",7949710,39355,38590,1,0
2122,0,14,4538460.3,"ID265",18084858,89529,75441,1,0
2123,0,14,4538461.3,"ID266",9361892,46346,45735,1,0
2124,0,14,4542099.3,"ITS3.DD10",2871907,20106,16997,1,0
2125,0,14,4542100.3,"ITS3.DD102",9547395,75251,9276,1,0
2126,0,14,4542101.3,"ITS3.DD105",1868150,20419,52,1,0
2127,0,14,4542102.3,"ITS3.DD107",3823728,39496,2145,1,0
2128,0,14,4542103.3,"ITS3.DD108",3970491,27929,1755,1,0
2129,0,14,4542104.3,"ITS3.DD110",1619521,11332,5526,1,0
2130,0,14,4542105.3,"ITS3.DD111",1028954,11771,33,1,0
2131,0,14,4542106.3,"ITS3.DD112",3374940,38019,38,1,0
2132,0,14,4542107.3,"ITS3.DD113",13552194,92412,731,1,0
2133,0,14,4542108.3,"ITS3.DD115",10367795,95621,9896,1,0
2134,0,14,4542109.3,"ITS3.DD116",10502788,87090,16247,1,0
2135,0,14,4542110.3,"ITS3.DD118",6343841,73300,25,1,0
2136,0,14,4542111.3,"ITS3.DD119",6010132,49776,9161,1,0
2137,0,14,4542112.3,"ITS3.DD12",131816,971,351,1,0
2138,0,14,4542113.3,"ITS3.DD120",3243022,35641,98,1,0
2139,0,14,4542114.3,"ITS3.DD121",5224786,36611,31178,1,0
2140,0,14,4542115.3,"ITS3.DD122",2220723,15525,3860,1,0
2141,0,14,4542116.3,"ITS3.DD123",3376118,23858,8092,1,0
2142,0,14,4542117.3,"ITS3.DD124",9738871,65817,3354,1,0
2143,0,14,4542118.3,"ITS3.DD125",3899901,28057,8797,1,0
2144,0,14,4542119.3,"ITS3.DD129",2540546,18049,8398,1,0
2145,0,14,4542120.3,"ITS3.DD13",453071,3325,1603,1,0
2146,0,14,4542121.3,"ITS3.DD130",293893,2151,812,1,0
2147,0,14,4542122.3,"ITS3.DD132",3840063,26356,12494,1,0
